size	ver	log	param	vari.	rollback	rollback	standard	size_r	mean:	f1	f2	f3	var:	f1	f2	f3
0.3	y	[log]	i	x0.2	rollback	20.csv	0.010625	0.375subset's	mean:	0.141079542	NaN	NaN	var:	0.000271213	NA	NA
0.3	x	[log]	i	x0.2	rollback	200.csv	0.00828125	0.358974358974359subset's	mean:	0.081726802	-0.41245474	-0.389917028	var:	0.003783982	1.71E-05	0.00230294
0.3	y	[log]	i	x0.2	rollback	200.csv	0.00828125	0.358974358974359subset's	mean:	0.158785473	-0.170153727	0.018728302	var:	2.09E-05	0.000102899	0.001131789
0.3	x	[log]	i	x0.2	rollback	220.csv	0.0090625	0.333333333333333subset's	mean:	0.101128404	-0.417296897	-0.391294556	var:	0.004306523	1.14E-05	0.00166907
0.3	y	[log]	i	x0.2	rollback	220.csv	0.0090625	0.333333333333333subset's	mean:	0.16014839	-0.166775646	0.021565037	var:	1.85E-05	8.15E-05	0.00096391
0.3	x	[log]	i	x0.2	rollback	240.csv	0.010625	0.394736842105263subset's	mean:	0.083426632	-0.417146149	-0.426619619	var:	0.003869485	3.06E-06	7.54E-05
0.3	y	[log]	i	x0.2	rollback	240.csv	0.010625	0.394736842105263subset's	mean:	0.159232555	-0.164569315	-0.008718987	var:	9.92E-06	0.000113398	3.21E-05
0.3	x	[log]	i	x0.2	rollback	40.csv	0.010625	0.35subset's	mean:	-0.176524997	-0.517321217	-0.381765283	var:	0.007520101	7.71E-06	NA
0.3	y	[log]	i	x0.2	rollback	40.csv	0.010625	0.35subset's	mean:	0.140331031	-0.132169755	-0.027412414	var:	0.000209492	9.49E-06	NA
0.3	x	[log]	i	x0.2	rollback	60.csv	0.003984375	0.4subset's	mean:	-0.015651084	-0.348988454	NaN	var:	0.001561703	NA	NA
0.3	y	[log]	i	x0.2	rollback	60.csv	0.003984375	0.4subset's	mean:	0.157576119	-0.164432263	NaN	var:	2.09E-05	NA	NA
0.3	x	[log]	i	x0.2	rollback	80.csv	0.0059375	0.325subset's	mean:	0.008607859	-0.399490177	-0.440049684	var:	0.001141294	8.88E-06	5.48E-08
0.3	y	[log]	i	x0.2	rollback	80.csv	0.0059375	0.325subset's	mean:	0.159495448	-0.164603027	-0.019848821	var:	1.94E-05	2.91E-06	1.56E-05
0.3	x	[log]	i	x2.0	rollback	0.csv	0.03875	0.317460317460317subset's	mean:	-0.400703054	-0.229663631	-0.579333689	var:	0.13214236	0.022497806	0.00262789
0.3	y	[log]	i	x2.0	rollback	0.csv	0.03875	0.317460317460317subset's	mean:	0.078025149	-0.306187376	-0.134620063	var:	0.051267318	0.001853767	0.003144926
0.3	x	[log]	i	x2.0	rollback	100.csv	0.045	0.323076923076923subset's	mean:	-0.517766282	-0.37320911	-0.523459353	var:	0.141356696	0.006606777	0.079060214
0.3	y	[log]	i	x2.0	rollback	100.csv	0.045	0.323076923076923subset's	mean:	0.031171816	-0.275146871	-0.137531731	var:	0.030574873	0.011783631	0.007500749
0.3	x	[log]	i	x2.0	rollback	120.csv	0.045	0.3125subset's	mean:	-0.543679774	-0.30347712	-0.396089974	var:	0.102944539	0.031028211	0.088549021
0.3	y	[log]	i	x2.0	rollback	120.csv	0.045	0.3125subset's	mean:	0.060831882	-0.240876186	-0.11860044	var:	0.019489271	0.01457399	0.009895642
0.3	x	[log]	i	x2.0	rollback	140.csv	0.045	0.349206349206349subset's	mean:	-0.153598693	-0.409789622	-0.539292619	var:	0.119533123	0.01001396	0.093761194
0.3	y	[log]	i	x2.0	rollback	140.csv	0.045	0.349206349206349subset's	mean:	0.074261909	-0.199371754	-0.116075061	var:	0.045278723	0.016146475	0.015385784
0.3	x	[log]	i	x2.0	rollback	160.csv	0.045	0.349206349206349subset's	mean:	-0.47192425	-0.308598724	-0.548738097	var:	0.047041756	0.010655365	0.011946846
0.3	y	[log]	i	x2.0	rollback	160.csv	0.045	0.349206349206349subset's	mean:	0.085910279	-0.285061466	-0.216356986	var:	0.009816431	0.002442151	0.007875727
0.3	x	[log]	i	x2.0	rollback	180.csv	0.045	0.387096774193548subset's	mean:	-0.526492735	-1.010424529	-0.598922384	var:	0.045032212	0.132787134	0.008989829
0.3	y	[log]	i	x2.0	rollback	180.csv	0.045	0.387096774193548subset's	mean:	0.025035709	-0.212321295	-0.199500211	var:	0.008841339	0.025707022	0.005039509
0.3	x	[log]	i	x2.0	rollback	20.csv	0.016875	0.369230769230769subset's	mean:	-0.198975378	-0.477102657	-0.524602189	var:	0.004822694	0.005609355	0.002540933
0.3	y	[log]	i	x2.0	rollback	20.csv	0.016875	0.369230769230769subset's	mean:	0.21515004	-0.283353159	0.02571221	var:	0.018392709	0.000344284	0.001616091
0.3	x	[log]	i	x2.0	rollback	200.csv	0.03875	0.369230769230769subset's	mean:	-0.460945564	-1.10892737	-0.512038089	var:	0.055427059	0.003252642	0.009747541
0.3	y	[log]	i	x2.0	rollback	200.csv	0.03875	0.369230769230769subset's	mean:	0.085569987	-0.375519781	-0.207400412	var:	0.012300887	0.018890708	0.004677876
0.3	x	[log]	i	x2.0	rollback	220.csv	0.045	0.307692307692308subset's	mean:	-0.528973019	-0.752512259	-0.532827255	var:	0.059645934	0.188589858	0.010543813
0.3	y	[log]	i	x2.0	rollback	220.csv	0.045	0.307692307692308subset's	mean:	0.027485715	-0.331839395	-0.179703076	var:	0.025328487	0.009970894	0.005155858
0.3	x	[log]	i	x2.0	rollback	240.csv	0.045	0.3125subset's	mean:	-0.427957541	-0.343305499	-0.540796764	var:	0.029218574	0.008081961	0.021667004
0.3	y	[log]	i	x2.0	rollback	240.csv	0.045	0.3125subset's	mean:	0.086764845	-0.298421468	-0.130267987	var:	0.010610537	0.001623739	0.005253441
0.3	x	[log]	i	x2.0	rollback	40.csv	0.016875	0.353846153846154subset's	mean:	-0.24657049	-0.53367641	-0.592080373	var:	0.005564893	0.02053174	0.008143787
0.3	y	[log]	i	x2.0	rollback	40.csv	0.016875	0.353846153846154subset's	mean:	0.218477148	-0.300250645	-0.014019425	var:	0.00564515	0.000149034	0.000183022
0.3	x	[log]	i	x2.0	rollback	60.csv	0.02	0.4subset's	mean:	-0.314368304	-0.565845977	-0.602370692	var:	0.00146677	0.001292414	0.016242961
0.3	y	[log]	i	x2.0	rollback	60.csv	0.02	0.4subset's	mean:	0.111497795	-0.372853541	-0.006379066	var:	0.014251137	0.001745106	0.008229236
0.3	x	[log]	i	x2.0	rollback	80.csv	0.016875	0.4subset's	mean:	-0.294142162	-0.532967287	-0.599016917	var:	0.004336822	7.50E-05	0.001912118
0.3	y	[log]	i	x2.0	rollback	80.csv	0.016875	0.4subset's	mean:	0.154644061	-0.312334546	-0.0176405	var:	0.009667034	0.003485516	0.001419937
0.3	x	[log]	r	x0.2	rollback	0.csv	0.004375	0.328125subset's	mean:	0.005145051	-0.42640845	-0.403434498	var:	0.009284323	0.000105743	0.002065889
0.3	y	[log]	r	x0.2	rollback	0.csv	0.004375	0.328125subset's	mean:	0.185672575	-0.190851888	0.012561607	var:	0.000260606	6.45E-05	1.16E-05
0.3	x	[log]	r	x0.2	rollback	100.csv	0.003984375	0.359375subset's	mean:	-0.036804371	-0.47763716	NaN	var:	0.00191484	NA	NA
0.3	y	[log]	r	x0.2	rollback	100.csv	0.003984375	0.359375subset's	mean:	0.186578304	-0.19455619	NaN	var:	0.000121219	NA	NA
0.3	x	[log]	r	x0.2	rollback	120.csv	0.004375	0.359375subset's	mean:	-0.032063053	-0.508386723	NaN	var:	0.000654169	NA	NA
0.3	y	[log]	r	x0.2	rollback	120.csv	0.004375	0.359375subset's	mean:	0.188528948	-0.166147115	NaN	var:	4.13E-05	NA	NA
0.3	x	[log]	r	x0.2	rollback	140.csv	0.0075	0.365079365079365subset's	mean:	0.018818698	-0.439395738	-0.388835076	var:	0.002936058	0.000117566	0.001530921
0.3	y	[log]	r	x0.2	rollback	140.csv	0.0075	0.365079365079365subset's	mean:	0.19350388	-0.19982059	0.015925811	var:	1.63E-05	0.000110706	1.51E-05
0.3	x	[log]	r	x0.2	rollback	160.csv	0.0059375	0.34375subset's	mean:	-0.007188182	NaN	-0.421121868	var:	0.003318743	NA	1.19E-06
0.3	y	[log]	r	x0.2	rollback	160.csv	0.0059375	0.34375subset's	mean:	0.189550708	NaN	0.017333682	var:	2.09E-05	NA	3.01E-06
0.3	x	[log]	r	x0.2	rollback	180.csv	0.0059375	0.328125subset's	mean:	0.000250829	-0.462630159	-0.424920986	var:	0.002030907	0.000139867	NA
0.3	y	[log]	r	x0.2	rollback	180.csv	0.0059375	0.328125subset's	mean:	0.192434648	-0.171900188	0.016209802	var:	2.38E-05	0.000380818	NA
0.3	x	[log]	r	x0.2	rollback	20.csv	0.0075	0.323076923076923subset's	mean:	-0.188058797	-0.488125931	-0.354106582	var:	0.006156784	0.000200267	NA
0.3	y	[log]	r	x0.2	rollback	20.csv	0.0075	0.323076923076923subset's	mean:	0.141622522	-0.20716225	0.011731101	var:	0.000611945	4.17E-05	NA
0.3	x	[log]	r	x0.2	rollback	200.csv	0.00515625	0.359375subset's	mean:	0.011083854	-0.469066408	-0.457043561	var:	0.003389675	NA	NA
0.3	y	[log]	r	x0.2	rollback	200.csv	0.00515625	0.359375subset's	mean:	0.1918716	-0.156330674	0.01158762	var:	3.01E-05	NA	NA
0.3	x	[log]	r	x0.2	rollback	220.csv	0.0059375	0.328125subset's	mean:	0.025728456	-0.473180144	-0.413813313	var:	0.002992952	NA	0.000942266
0.3	y	[log]	r	x0.2	rollback	220.csv	0.0059375	0.328125subset's	mean:	0.194278799	-0.154986943	0.016532258	var:	1.85E-05	NA	0.000148116
0.3	x	[log]	r	x0.2	rollback	240.csv	0.0075	0.390625subset's	mean:	0.032576389	-0.436549734	-0.426655232	var:	0.006643072	0.000325978	0.001130723
0.3	y	[log]	r	x0.2	rollback	240.csv	0.0075	0.390625subset's	mean:	0.190310636	-0.189927542	0.012271682	var:	1.99E-05	0.000185208	8.38E-05
0.3	x	[log]	r	x0.2	rollback	40.csv	0.0075	0.384615384615385subset's	mean:	-0.189485468	NaN	-0.366937436	var:	0.0068897	NA	0.002603869
0.3	y	[log]	r	x0.2	rollback	40.csv	0.0075	0.384615384615385subset's	mean:	0.144972455	NaN	-0.003120864	var:	0.00046735	NA	4.23E-06
0.3	x	[log]	r	x0.2	rollback	60.csv	0.00359375	0.359375subset's	mean:	-0.059456924	NaN	NaN	var:	0.002245676	NA	NA
0.3	y	[log]	r	x0.2	rollback	60.csv	0.00359375	0.359375subset's	mean:	0.180677443	NaN	NaN	var:	0.000142184	NA	NA
0.3	x	[log]	r	x0.2	rollback	80.csv	0.003984375	0.328125subset's	mean:	-0.017058464	NaN	-0.454484438	var:	0.001133925	NA	NA
0.3	y	[log]	r	x0.2	rollback	80.csv	0.003984375	0.328125subset's	mean:	0.192027312	NaN	0.003844178	var:	6.49E-05	NA	NA
0.3	x	[log]	r	x2.0	rollback	0.csv	0.016875	0.34375subset's	mean:	-0.188920393	-0.333867752	-0.579801021	var:	0.010611838	NA	NA
0.3	y	[log]	r	x2.0	rollback	0.csv	0.016875	0.34375subset's	mean:	0.172095407	-0.191218198	-0.220090143	var:	0.002940762	NA	NA
0.3	x	[log]	r	x2.0	rollback	100.csv	0.01375	0.353846153846154subset's	mean:	-0.213166886	-0.441337502	-0.616891882	var:	0.010092025	0.001157119	0.007069954
0.3	y	[log]	r	x2.0	rollback	100.csv	0.01375	0.353846153846154subset's	mean:	0.156665322	-0.223189225	-0.030468136	var:	0.002616907	0.000613159	0.001810712
0.3	x	[log]	r	x2.0	rollback	120.csv	0.016875	0.390625subset's	mean:	-0.215848979	-0.370517725	-0.679418842	var:	0.018441048	0.023783673	0.004894109
0.3	y	[log]	r	x2.0	rollback	120.csv	0.016875	0.390625subset's	mean:	0.162521808	-0.205599609	-0.065202654	var:	0.003688848	0.000876538	0.002239763
0.3	x	[log]	r	x2.0	rollback	140.csv	0.02	0.390625subset's	mean:	-0.182749681	-0.334305104	-0.630352871	var:	0.010450719	0.010178216	0.009666777
0.3	y	[log]	r	x2.0	rollback	140.csv	0.02	0.390625subset's	mean:	0.172174123	-0.197609542	-0.04675493	var:	0.003038727	0.000504081	0.000819152
0.3	x	[log]	r	x2.0	rollback	160.csv	0.016875	0.380952380952381subset's	mean:	-0.183376686	-0.261165043	-0.542942671	var:	0.015141696	0.004160754	0.000112805
0.3	y	[log]	r	x2.0	rollback	160.csv	0.016875	0.380952380952381subset's	mean:	0.179359496	-0.177372316	-0.059812886	var:	0.003366874	5.76E-05	6.67E-05
0.3	x	[log]	r	x2.0	rollback	180.csv	0.01375	0.333333333333333subset's	mean:	-0.20022347	NaN	-0.533766218	var:	0.010117612	NA	2.88E-05
0.3	y	[log]	r	x2.0	rollback	180.csv	0.01375	0.333333333333333subset's	mean:	0.164939649	NaN	-0.084068042	var:	0.003159596	NA	5.07E-05
0.3	x	[log]	r	x2.0	rollback	20.csv	0.010625	0.338461538461538subset's	mean:	-0.151416003	-0.491964226	-0.446345116	var:	0.004796075	0.000972129	1.20E-05
0.3	y	[log]	r	x2.0	rollback	20.csv	0.010625	0.338461538461538subset's	mean:	0.186212134	-0.217700439	-0.238788278	var:	0.001693194	0.000799941	5.44E-06
0.3	x	[log]	r	x2.0	rollback	200.csv	0.0153125	0.359375subset's	mean:	-0.199288389	NaN	-0.549798379	var:	0.009131822	NA	NA
0.3	y	[log]	r	x2.0	rollback	200.csv	0.0153125	0.359375subset's	mean:	0.164066394	NaN	-0.051248068	var:	0.002309663	NA	NA
0.3	x	[log]	r	x2.0	rollback	220.csv	0.016875	0.349206349206349subset's	mean:	-0.229781996	-0.584707823	-0.529120177	var:	0.008176902	2.66E-05	1.67E-06
0.3	y	[log]	r	x2.0	rollback	220.csv	0.016875	0.349206349206349subset's	mean:	0.14847074	-0.253079228	-0.069772342	var:	0.00226224	2.70E-05	2.03E-05
0.3	x	[log]	r	x2.0	rollback	240.csv	0.01375	0.375subset's	mean:	-0.216488928	NaN	-0.553438199	var:	0.008369834	NA	0.002888169
0.3	y	[log]	r	x2.0	rollback	240.csv	0.01375	0.375subset's	mean:	0.143335089	NaN	-0.044134987	var:	0.002849162	NA	0.001061121
0.3	x	[log]	r	x2.0	rollback	40.csv	0.0075	0.307692307692308subset's	mean:	-0.145691277	-0.486573875	-0.546365206	var:	0.005396075	3.39E-06	1.40E-05
0.3	y	[log]	r	x2.0	rollback	40.csv	0.0075	0.307692307692308subset's	mean:	0.187133018	-0.233894268	0.025157309	var:	0.001842957	2.15E-06	1.32E-05
0.3	x	[log]	r	x2.0	rollback	60.csv	0.010625	0.369230769230769subset's	mean:	-0.22654221	NaN	-0.575066511	var:	0.004610338	NA	1.72E-05
0.3	y	[log]	r	x2.0	rollback	60.csv	0.010625	0.369230769230769subset's	mean:	0.144518759	NaN	0.014155597	var:	0.001246086	NA	1.55E-05
0.3	x	[log]	r	x2.0	rollback	80.csv	0.010625	0.307692307692308subset's	mean:	-0.217563464	-0.545349726	NaN	var:	0.006880636	1.58E-05	NA
0.3	y	[log]	r	x2.0	rollback	80.csv	0.010625	0.307692307692308subset's	mean:	0.151733677	-0.251393287	NaN	var:	0.002172893	1.23E-05	NA
